Name,onine_since,Image,categories,Category,Sub-category,Designer,Condition,Material,Color,Size,Location,Reference,Price,price_with_discount,Link
Sandals Versace Blue size 42 EU in Rubber - 42726701,2024-03-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-rubber-versace-sandals-42726701-1_2.jpg",Men,Shoes,Sandals,Versace,Never worn,Rubber,Blue,42 EU,"United States, from the seller mirleyn",42726701,$193.60,$187,https://www.vestiairecollective.com/men-shoes/sandals/versace/blue-rubber-versace-sandals-42726701.shtml
Tote The Row Yellow in Synthetic - 42489678,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/yellow-synthetic-the-row-handbag-42489678-1_1.jpg",Women,Bags,Handbags,The Row,Very good condition,Synthetic,Yellow,Vestiaire Collective United States,42489678,,$635,,https://www.vestiairecollective.com/women-bags/handbags/the-row/yellow-synthetic-the-row-handbag-42489678.shtml
Jacket Rick Owens Black size 48 IT in Polyester - 40191067,2024-01-09,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-polyester-rick-owens-jacket-40191067-1_2.jpg",Men,Clothing,Jackets,Rick Owens,Never worn,Polyester,Black,48 IT,"United States, from the seller Kenneth",40191067,$550,$352,https://www.vestiairecollective.com/men-clothing/jackets/rick-owens/black-polyester-rick-owens-jacket-40191067.shtml
Watch Gucci Brown in Gold plated - 42779160,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-gold-plated-gucci-watch-42779160-1_2.jpg",Men,Accessories,Watches,Gucci,Very good condition,Gold plated,Leather,Quartz (shows cell),Brown,"United States, from the seller Mich Great Deals",$218.90,,https://www.vestiairecollective.com/men-accessories/watches/gucci/brown-gold-plated-gucci-watch-42779160.shtml
Baguette handbag Fendi Green in Cotton - 42409861,2024-03-18,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/green-cotton-baguette-fendi-handbag-42409861-1_2.jpg",Women,Bags,Handbags,Fendi,Baguette,Very good condition,Cotton,Green,Vintage,"United States, from the seller BGFY",$434.50,,https://www.vestiairecollective.com/women-bags/handbags/fendi/green-cotton-baguette-fendi-handbag-42409861.shtml
Leather purse Dior Navy in Leather - 40845046,2024-01-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/navy-leather-dior-purse-40845046-1_2.jpg",Women,Accessories,"Purses, wallets & cases",Dior,"Never worn, with tag",Leather,Navy,"United States, from the seller Phyllis",40845046,,$275,,https://www.vestiairecollective.com/women-accessories/purses-wallets-cases/dior/navy-leather-dior-purse-40845046.shtml
Sunglasses The Row Black in Plastic - 40377651,2024-01-15,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-plastic-the-row-sunglasses-40377651-1_2.jpg",Women,Accessories,Sunglasses,The Row,Very good condition,Plastic,Black,"United States, from the seller jennifer",40377651,,$143,$91.30,https://www.vestiairecollective.com/women-accessories/sunglasses/the-row/black-plastic-the-row-sunglasses-40377651.shtml
Shirt Moschino Multicolour size XL International in Cotton - 42696582,2024-03-27,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-cotton-moschino-shirt-42696582-1.jpg",Men,Clothing,Shirts,Moschino,Very good condition,Cotton,Multicolour,XL International,"United States, from the seller Moba",42696582,$90.20,,https://www.vestiairecollective.com/men-clothing/shirts/moschino/multicolour-cotton-moschino-shirt-42696582.shtml
Leather riding boots Chanel Black size 38 EU in Leather - 42381640,2024-03-18,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-chanel-boots-42381640-1_3.jpg",Women,Shoes,Boots,Chanel,Very good condition,Leather,Black,38 EU,Vintage,"United States, from the seller elizabeth",$826.10,,https://www.vestiairecollective.com/women-shoes/boots/chanel/black-leather-chanel-boots-42381640.shtml
T-shirt Amiri Black size XL International in Cotton - 42002140,2024-03-05,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-cotton-amiri-t-shirt-42002140-1_3.jpg",Men,Clothing,T-shirts,Amiri,Very good condition,Cotton,Black,XL International,"United States, from the seller Vinny",42002140,$165,$126.50,https://www.vestiairecollective.com/men-clothing/t-shirts/amiri/black-cotton-amiri-t-shirt-42002140.shtml
Saddle leather handbag Dior Black in Leather - 40805664,2024-01-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-saddle-dior-handbag-40805664-1_5.jpg",Women,Bags,Handbags,Dior,Saddle,Very good condition,Leather,Black,"United States, from the seller cathy",40805664,"$3,410","$2,425.50",https://www.vestiairecollective.com/women-bags/handbags/dior/black-leather-saddle-dior-handbag-40805664.shtml
Earrings Missoma Gold in Other - 42813137,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/gold-other-missoma-earrings-42813137-1_2.jpg",Women,Jewellery,Earrings,Missoma,Never worn,Other,Gold,"United States, from the seller yue",42813137,,$126.50,,https://www.vestiairecollective.com/women-jewellery/earrings/missoma/gold-other-missoma-earrings-42813137.shtml
Small bag Dior White in Metal - 42566096,2024-03-23,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-metal-dior-small-bag-42566096-1_4.jpg",Men,Bags,"Small bags, wallets & cases",Dior,"Never worn, with tag",Metal,White,"United States, from the seller Meili",42566096,,$462,,https://www.vestiairecollective.com/men-bags/small-bags-wallets-cases/dior/white-metal-dior-small-bag-42566096.shtml
Fur hood fox puffer Moncler Beige size 14 years - S UK in Fox - 36533478,2023-09-10,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/beige-fox-fur-hood-moncler-jacket-coat-36533478-1_2.jpg",Kids,Girls,Jackets & Coats,Moncler,Fur Hood,Very good condition,Fur,Beige,14 years - S UK,"United States, from the seller Melissa",$880,$616,https://www.vestiairecollective.com/kids-girls/jackets-coats/moncler/beige-fox-fur-hood-moncler-jacket-coat-36533478.shtml
Favorite leather handbag Louis Vuitton Brown in Leather - 42786623,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-favorite-louis-vuitton-handbag-42786623-1_2.jpg",Women,Bags,Handbags,Louis Vuitton,Favorite,Good condition,Leather,Brown,"United States, from the seller JUSTBAG",42786623,"$2,499",,https://www.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-favorite-louis-vuitton-handbag-42786623.shtml
Bag & pencil case Adidas Burgundy in Polyester - 39900822,2023-12-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/burgundy-polyester-adidas-bag-pencil-case-39900822-2_4.jpg",Kids,Accessories,Bags & Pencil cases,Adidas,"Never worn, with tag",Polyester,Burgundy,"United States, from the seller JAYOUNG",39900822,,$55,,https://www.vestiairecollective.com/kids-accessories/bags-pencil-cases/adidas/burgundy-polyester-adidas-bag-pencil-case-39900822.shtml
Patent leather ballet flats Versace Navy size 28 FR in Patent leather - 21209460,2022-02-18,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/navy-patent-leather-versace-ballet-flats-21209460-1_2.jpg",Kids,Shoes,Ballet flats,Versace,Never worn,Patent leather,Navy,28 FR,"United States, from the seller Fotis",21209460,,,https://www.vestiairecollective.com/kids-shoes/ballet-flats/versace/navy-patent-leather-versace-ballet-flats-21209460.shtml
Patent leather heels Jimmy Choo Black size 37.5 EU in Patent leather - 42813744,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-patent-leather-jimmy-choo-heels-42813744-1_3.jpg",Women,Shoes,Heels,Jimmy Choo,"Never worn, with tag",Patent leather,Black,37.5 EU,"South Korea, from the seller Julie Jiyeon",42813744,$385,,https://www.vestiairecollective.com/women-shoes/heels/jimmy-choo/black-patent-leather-jimmy-choo-heels-42813744.shtml
Bag Thom Browne Multicolour in Cotton - 42717577,2024-03-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-cotton-thom-browne-bag-42717577-1_3.jpg",Men,Bags,Bags,Thom Browne,"Never worn, with tag",Cotton,Multicolour,"United States, from the seller Jenna",42717577,,$462,,https://www.vestiairecollective.com/men-bags/bags/thom-browne/multicolour-cotton-thom-browne-bag-42717577.shtml
Amore pink gold pendant Dodo Other in Pink gold - 42812638,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/other-pink-gold-amore-dodo-pendant-42812638-1_2.jpg",Women,Jewellery,Pendants,Dodo,Amore,Never worn,Pink gold,Other,"Italy, from the seller Francesca",42812638,$220.52,,https://www.vestiairecollective.com/women-jewellery/pendants/dodo/other-pink-gold-amore-dodo-pendant-42812638.shtml
Edge sunglasses Celine Black in Plastic - 40604579,2024-01-22,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-plastic-edge-celine-sunglasses-40604579-1_3.jpg",Women,Accessories,Sunglasses,Celine,Edge,Never worn,Plastic,Black,Vintage,"United States, from the seller Lex",$440,$385,https://www.vestiairecollective.com/women-accessories/sunglasses/celine/black-plastic-edge-celine-sunglasses-40604579.shtml
Leather handbag Nanushka Camel in Leather - 40370738,2024-01-14,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/camel-leather-nanushka-handbag-40370738-1_2.jpg",Women,Bags,Handbags,Nanushka,Never worn,Leather,Camel,"United States, from the seller y",40370738,,$159.50,,https://www.vestiairecollective.com/women-bags/handbags/nanushka/camel-leather-nanushka-handbag-40370738.shtml
Patent leather heels Jimmy Choo Black size 38 EU in Patent leather - 42806274,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-patent-leather-jimmy-choo-heels-42806274-1_2.jpg",Women,Shoes,Heels,Jimmy Choo,"Never worn, with tag",Patent leather,Black,38 EU,"United Kingdom, from the seller sarah",42806274,$831.54,,https://www.vestiairecollective.com/women-shoes/heels/jimmy-choo/black-patent-leather-jimmy-choo-heels-42806274.shtml
Saint-louis tote Goyard Navy in Cotton - 42813749,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/navy-cotton-saint-louis-goyard-handbag-42813749-1_2.jpg",Women,Bags,Handbags,Goyard,Saint-Louis,Good condition,Cotton,Navy,"Japan, from the seller brandear",42813749,"$1,662",,https://www.vestiairecollective.com/women-bags/handbags/goyard/navy-cotton-saint-louis-goyard-handbag-42813749.shtml
Leather satchel Coach Black in Leather - 42813401,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-coach-handbag-42813401-1_2.jpg",Women,Bags,Handbags,Coach,Very good condition,Leather,Black,"United States, from the seller jennifer",42813401,,$385,,https://www.vestiairecollective.com/women-bags/handbags/coach/black-leather-coach-handbag-42813401.shtml
Outfit Misha and Puff Multicolour size 12 months - until 29 inches UK in Cotton - 23977698,2022-06-21,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-cotton-misha-and-puff-outfit-23977698-1_2.jpg",Kids,Girls,Outfits,Misha and Puff,Very good condition,Cotton,Multicolour,12 months - until 29 inches UK,"United States, from the seller Jessica",23977698,$110,$38.50,https://www.vestiairecollective.com/kids-girls/outfits/misha-and-puff/multicolour-cotton-misha-and-puff-outfit-23977698.shtml
Polo shirt Polo Ralph Lauren Black size M International in Cotton - 42814025,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-cotton-polo-ralph-lauren-polo-shirt-42814025-1_2.jpg",Men,Clothing,Polo shirts,Polo Ralph Lauren,Very good condition,Cotton,Black,M International,"Italy, from the seller daniela",42814025,$54.48,,https://www.vestiairecollective.com/men-clothing/polo-shirts/polo-ralph-lauren/black-cotton-polo-ralph-lauren-polo-shirt-42814025.shtml
Sunglasses Chanel Black in Other - 40632273,2024-01-23,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-other-chanel-sunglasses-40632273-1_3.jpg",Women,Accessories,Sunglasses,Chanel,"Never worn, with tag",Other,Black,"United States, from the seller CLASSY",40632273,,$412.50,$370.70,https://www.vestiairecollective.com/women-accessories/sunglasses/chanel/black-other-chanel-sunglasses-40632273.shtml
Medusa biggie sunglasses Versace Black in Plastic - 42777491,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-plastic-medusa-biggie-versace-sunglasses-42777491-1_3.jpg",Women,Accessories,Sunglasses,Versace,Medusa Biggie,Good condition,Plastic,Black,"United States, from the seller Lucy",42777491,$92.40,,https://www.vestiairecollective.com/women-accessories/sunglasses/versace/black-plastic-medusa-biggie-versace-sunglasses-42777491.shtml
Mid-length dress Totême Beige size 6 US in Viscose - 40740484,2024-01-25,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/beige-viscose-toteme-dress-40740484-4_4.jpg",Women,Clothing,Dresses,Totême,Never worn,Viscose,Beige,6 US,"United States, from the seller Madeline",40740484,$192.50,,https://www.vestiairecollective.com/women-clothing/dresses/toteme/beige-viscose-toteme-dress-40740484.shtml
Leather small bag Burberry Black in Leather - 42472770,2024-03-20,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-burberry-small-bag-42472770-1_2.jpg",Men,Bags,"Small bags, wallets & cases",Burberry,Never worn,Leather,Black,"United States, from the seller Camila",42472770,,$198,$163.90,https://www.vestiairecollective.com/men-bags/small-bags-wallets-cases/burberry/black-leather-burberry-small-bag-42472770.shtml
Jacket Burberry Red size 16 years - M UK in Cotton - 41904250,2024-03-02,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/red-cotton-burberry-jacket-coat-41904250-1_2.jpg",Kids,Girls,Jackets & Coats,Burberry,"Never worn, with tag",Cotton,Red,16 years - M UK,"United States, from the seller Sadie",41904250,$231,$167.20,https://www.vestiairecollective.com/kids-girls/jackets-coats/burberry/red-cotton-burberry-jacket-coat-41904250.shtml
Rhyton leather low trainers Gucci White size 15 US in Leather - 41456920,2024-02-16,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-leather-rhyton-gucci-trainers-41456920-1_2.jpg",Men,Shoes,Trainers,Gucci,Rhyton,Never worn,Leather,White,15 US,"United States, from the seller Hotter Cooler",$513.70,,https://www.vestiairecollective.com/men-shoes/trainers/gucci/white-leather-rhyton-gucci-trainers-41456920.shtml
City hardwear pearl necklace Tiffany & Co Silver in Pearl - 42753309,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/silver-pearl-city-hardwear-tiffany-co-necklace-42753309-1_3.jpg",Women,Jewellery,Necklaces,Tiffany & Co,City HardWear,Very good condition,Pearl,Silver,"United States, from the seller marine",42753309,"$2,200",,https://www.vestiairecollective.com/women-jewellery/necklaces/tiffany-co/silver-pearl-city-hardwear-tiffany-co-necklace-42753309.shtml
Saumur leather crossbody bag Louis Vuitton Brown in Leather - 42805682,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-saumur-louis-vuitton-handbag-42805682-1_3.jpg",Women,Bags,Handbags,Louis Vuitton,Saumur,Very good condition,Leather,Brown,"United States, from the seller Sze",42805682,"$2,200",,https://www.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-saumur-louis-vuitton-handbag-42805682.shtml
Double g leather sandal Gucci Pink size 36.5 EU in Leather - 42747070,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/pink-leather-double-g-gucci-sandals-42747070-1_4.jpg",Women,Shoes,Sandals,Gucci,Double G,Very good condition,Leather,Pink,36.5 EU,"United States, from the seller yulia",$489.50,,https://www.vestiairecollective.com/women-shoes/sandals/gucci/pink-leather-double-g-gucci-sandals-42747070.shtml
Shirt Totême Black size 32 FR in Cotton - 41111278,2024-02-06,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-cotton-toteme-top-41111278-1_2.jpg",Women,Clothing,Tops,Totême,"Never worn, with tag",Cotton,Black,32 FR,"United States, from the seller Joyce",41111278,$192.50,,https://www.vestiairecollective.com/women-clothing/tops/toteme/black-cotton-toteme-top-41111278.shtml
Leather trainers Nike Black size 5 US in Leather - 42003277,2024-03-05,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-nike-trainers-42003277-1_2.jpg",Kids,Shoes,Trainers,Nike,Never worn,Leather,Black,5 US,"United States, from the seller CuteShopUS",42003277,$75.90,,https://www.vestiairecollective.com/kids-shoes/trainers/nike/black-leather-nike-trainers-42003277.shtml
Top Nike Navy size 18 months - until 32 inches UK in Polyester - 39900192,2023-12-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/navy-polyester-nike-top-39900192-3_4.jpg",Kids,Boys,Tops,Nike,Very good condition,Polyester,Navy,18 months - until 32 inches UK,"United States, from the seller William",39900192,$66,$49.50,https://www.vestiairecollective.com/kids-boys/tops/nike/navy-polyester-nike-top-39900192.shtml
Mid-length dress Issey Miyake Ecru size 3 0-5 in Polyester - 40829699,2024-01-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/ecru-polyester-issey-miyake-dress-40829699-1_2.jpg",Women,Clothing,Dresses,Issey Miyake,Very good condition,Polyester,Ecru,3 0-5,"United States, from the seller Penelope",40829699,$275,,https://www.vestiairecollective.com/women-clothing/dresses/issey-miyake/ecru-polyester-issey-miyake-dress-40829699.shtml
Mademoiselle leather handbag Chanel Red in Leather - 42479361,2024-03-21,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/red-leather-mademoiselle-chanel-handbag-42479361-1_3.jpg",Women,Bags,Handbags,Chanel,Mademoiselle,Very good condition,Leather,Red,Vintage,"United States, from the seller Si Wen","$1,397",,https://www.vestiairecollective.com/women-bags/handbags/chanel/red-leather-mademoiselle-chanel-handbag-42479361.shtml
Dress Bonpoint Beige size 6 years - until 45 inches UK in Cotton - 42717202,2024-03-27,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/beige-cotton-bonpoint-dress-42717202-1_2.jpg",Kids,Girls,Dresses,Bonpoint,"Never worn, with tag",Cotton,Beige,6 years - until 45 inches UK,"United States, from the seller elana",42717202,$137.50,,https://www.vestiairecollective.com/kids-girls/dresses/bonpoint/beige-cotton-bonpoint-dress-42717202.shtml
Marrakech leather crossbody bag Gucci Black in Leather - 42749630,2024-03-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-marrakech-gucci-handbag-42749630-1_2.jpg",Women,Bags,Handbags,Gucci,Marrakech,Very good condition,Leather,Black,"United States, from the seller Mideystyle",42749630,$638,,https://www.vestiairecollective.com/women-bags/handbags/gucci/black-leather-marrakech-gucci-handbag-42749630.shtml
Leather mini skirt Alice & Olivia Black size 4 US in Leather - 42813748,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-alice-olivia-skirt-42813748-1_2.jpg",Women,Clothing,Skirts,Alice & Olivia,Very good condition,Leather,Black,4 US,"United States, from the seller ashley",42813748,$275,,https://www.vestiairecollective.com/women-clothing/skirts/alice-olivia/black-leather-alice-olivia-skirt-42813748.shtml
Gg marmont crossbody bag Gucci Brown in Suede - 41020069,2024-02-05,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-suede-gg-marmont-gucci-handbag-41020069-1_4.jpg",Women,Bags,Handbags,Gucci,GG Marmont,"Never worn, with tag",Suede,Brown,"United States, from the seller Ak",41020069,"$1,100",,https://www.vestiairecollective.com/women-bags/handbags/gucci/brown-suede-gg-marmont-gucci-handbag-41020069.shtml
Boots Gucci Brown size 11 US in Suede - 32283599,2023-04-04,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-suede-gucci-boots-32283599-1_2.jpg",Kids,Shoes,Boots,Gucci,Never worn,Suede,Brown,11 US,"United States, from the seller Hotter Cooler",32283599,$187,,https://www.vestiairecollective.com/kids-shoes/boots/gucci/brown-suede-gucci-boots-32283599.shtml
Sweatshirt Saint Laurent Navy size S International in Cotton - 42419104,2024-03-18,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/navy-cotton-saint-laurent-knitwear-sweatshirt-42419104-1_2.jpg",Men,Clothing,Knitwear & Sweatshirts,Saint Laurent,"Never worn, with tag",Cotton,Navy,S International,"United States, from the seller carlos",42419104,$328.90,$130.16,https://www.vestiairecollective.com/men-clothing/knitwear-sweatshirts/saint-laurent/navy-cotton-saint-laurent-knitwear-sweatshirt-42419104.shtml
Jacket Moncler Black size 1 0-5 in Synthetic - 42761463,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-synthetic-moncler-jacket-42761463-1_3.jpg",Women,Clothing,Jackets,Moncler,Very good condition,Synthetic,Black,1 0-5,"France, from the seller Sarah",42761463,$184.20,,https://www.vestiairecollective.com/women-clothing/jackets/moncler/black-synthetic-moncler-jacket-42761463.shtml
Leather flats Prada Khaki size 39 EU in Leather - 42564156,2024-03-22,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/khaki-leather-prada-flats-42564156-1_2.jpg",Women,Shoes,Flats,Prada,Good condition,Leather,Khaki,39 EU,Vintage,"United States, from the seller Angela",$214.50,$198,https://www.vestiairecollective.com/women-shoes/flats/prada/khaki-leather-prada-flats-42564156.shtml
Leather handbag Coperni Black in Leather - 40154025,2024-01-07,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-coperni-handbag-40154025-1_2.jpg",Women,Bags,Handbags,Coperni,Very good condition,Leather,Black,"United States, from the seller nehal",40154025,,$440,$386.10,https://www.vestiairecollective.com/women-bags/handbags/coperni/black-leather-coperni-handbag-40154025.shtml
Monte carlo leather flats Louis Vuitton Brown size 43 IT in Leather - 42785166,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-monte-carlo-louis-vuitton-flats-42785166-1.jpg",Men,Shoes,Flats,Louis Vuitton,Monte Carlo,Very good condition,Leather,Brown,43 IT,"United States, from the seller Kliff",$391.39,,https://www.vestiairecollective.com/men-shoes/flats/louis-vuitton/brown-leather-monte-carlo-louis-vuitton-flats-42785166.shtml
Boots Dr. Martens Black size 4.5 US in Rubber - 41491724,2024-02-18,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-rubber-dr-martens-boots-41491724-1_2.jpg",Kids,Shoes,Boots,Dr. Martens,Very good condition,Rubber,Black,4.5 US,"United States, from the seller Rell",41491724,$22,$20.90,https://www.vestiairecollective.com/kids-shoes/boots/dr-martens/black-rubber-dr-martens-boots-41491724.shtml
Outfit Nike Grey size 20 years - XL UK in Polyester - 41588829,2024-02-21,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/grey-polyester-nike-outfit-41588829-1_2.jpg",Kids,Baby,Outfits,Nike,Never worn,Polyester,Grey,20 years - XL UK,"United States, from the seller RuRu",41588829,$141.90,,https://www.vestiairecollective.com/kids-baby/outfits/nike/grey-polyester-nike-outfit-41588829.shtml
Loulou leather crossbody bag Saint Laurent White in Leather - 42757215,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-leather-loulou-saint-laurent-handbag-42757215-1_2.jpg",Women,Bags,Handbags,Saint Laurent,Loulou,Very good condition,Leather,White,"United States, from the seller luxedh",42757215,"$1,385",,https://www.vestiairecollective.com/women-bags/handbags/saint-laurent/white-leather-loulou-saint-laurent-handbag-42757215.shtml
Leather trainers Fendi White size 5 US in Leather - 42305909,2024-03-14,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-leather-fendi-trainers-42305909-1_2.jpg",Kids,Shoes,Trainers,Fendi,Good condition,Leather,White,5 US,"United States, from the seller Christine",42305909,$275,,https://www.vestiairecollective.com/kids-shoes/trainers/fendi/white-leather-fendi-trainers-42305909.shtml
Leather wallet Dolce & Gabbana Multicolour in Leather - 42813571,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-leather-dolce-gabbana-wallet-42813571-1_4.jpg",Women,Accessories,Wallets,Dolce & Gabbana,Good condition,Leather,Multicolour,"Hong Kong, from the seller youus",42813571,,"$1,261.44",$340.68,https://www.vestiairecollective.com/women-accessories/wallet/dolce-gabbana/multicolour-leather-dolce-gabbana-wallet-42813571.shtml
Leather trainers Baby Dior Blue size 12.5 US in Leather - 39532167,2023-12-14,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-leather-baby-dior-trainers-39532167-1_2.jpg",Kids,Shoes,Trainers,Baby Dior,Very good condition,Leather,Blue,12.5 US,"United States, from the seller Diamond",39532167,$385,$240.90,https://www.vestiairecollective.com/kids-shoes/trainers/baby-dior/blue-leather-baby-dior-trainers-39532167.shtml
Jacket Balmain Black size 54 IT in Cotton - 42683107,2024-03-26,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-cotton-balmain-jacket-42683107-1_2.jpg",Men,Clothing,Jackets,Balmain,Very good condition,Cotton,Black,54 IT,"United States, from the seller TRIBUTE TO STYLE",42683107,$365,,https://www.vestiairecollective.com/men-clothing/jackets/balmain/black-cotton-balmain-jacket-42683107.shtml
Lug leather boots Bottega Veneta Black size 35.5 EU in Leather - 40983184,2024-02-02,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-lug-bottega-veneta-boots-40983184-1_2.jpg",Women,Shoes,Boots,Bottega Veneta,Lug,"Never worn, with tag",Leather,Black,35.5 EU,"United States, from the seller Farrah",$596.20,$363,https://www.vestiairecollective.com/women-shoes/boots/bottega-veneta/black-leather-lug-bottega-veneta-boots-40983184.shtml
Leather belt Gucci Black size 80 cm in Leather - 42813380,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-gucci-belt-42813380-1_2.jpg",Women,Accessories,Belts,Gucci,Never worn,Leather,Black,80 cm,"United States, from the seller Jennifer",42813380,$540,,https://www.vestiairecollective.com/women-accessories/belts/gucci/black-leather-gucci-belt-42813380.shtml
Mid star high trainers Golden Goose Blue size 43 EU in Suede - 42470866,2024-03-21,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-suede-mid-star-golden-goose-trainers-42470866-1_3.jpg",Men,Shoes,Trainers,Golden Goose,Mid Star,Never worn,Suede,Blue,43 EU,"United States, from the seller Anna",$330,,https://www.vestiairecollective.com/men-shoes/trainers/golden-goose/blue-suede-mid-star-golden-goose-trainers-42470866.shtml
Horsebit 1955 leather handbag Gucci Black in Leather - 42409435,2024-03-18,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-horsebit-1955-gucci-handbag-42409435-1_2.jpg",Women,Bags,Handbags,Gucci,Horsebit 1955,Very good condition,Leather,Black,Vintage,"United States, from the seller Julia","$1,094.50",,https://www.vestiairecollective.com/women-bags/handbags/gucci/black-leather-horsebit-1955-gucci-handbag-42409435.shtml
Rockstud leather handbag Valentino Garavani Green in Leather - 42743987,2024-03-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/green-leather-rockstud-valentino-garavani-handbag-42743987-1_1.jpg",Women,Bags,Handbags,Valentino Garavani,Rockstud,Very good condition,Leather,Green,Vestiaire Collective United States,42743987,$375,,https://www.vestiairecollective.com/women-bags/handbags/valentino-garavani/green-leather-rockstud-valentino-garavani-handbag-42743987.shtml
